juros_efet,rating_operacao,rating_cliente,ra,porte,setor,situacao,rating_atual,linha_fin,tipo_a,tipo_b,tipo_c,tipo_d,garantia
0.246781,AA,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,AA,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.246802,AA,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,AA,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.246774,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.246793,A,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.246785,A,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.332929,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.333779,AA,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,AA,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.246785,AA,B,RA de Santos,PF,SETOR PRIVADO,INADIMPLENTE,F,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.246781,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.24681,AA,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,AA,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.246776,A,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,C,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.246774,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.334438,AA,AA,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,AA,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.3357,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,D,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.246776,AA,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,AA,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.246787,AA,B,RA de Santos,PF,SETOR PRIVADO,INADIMPLENTE,H,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.33328,AA,AA,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,AA,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.246781,A,B,RA de Santos,PF,SETOR PRIVADO,INADIMPLENTE,F,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.332849,A,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.327497,A,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.412908,AA,AA,Região Metropolitana de São Paulo,PF,SETOR PRIVADO,ADIMPLENTE,AA,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.413329,AA,AA,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,AA,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.413173,AA,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,AA,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.413335,AA,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,AA,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.414266,AA,AA,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,AA,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.414582,AA,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,AA,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.413905,AA,AA,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,AA,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.327478,AA,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,AA,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.414313,A,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.413478,B,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,B,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.480163,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.588775,B,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,B,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.480165,B,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,B,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.588115,B,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,B,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.47561,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.588575,A,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.480174,AA,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,AA,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.588037,A,A,Região Metropolitana de São Paulo,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.588979,A,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.589547,A,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.480157,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.480157,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.480544,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.480159,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.480216,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.480163,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.588735,A,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.480157,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.480157,A,A,Região Metropolitana de São Paulo,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.47524,B,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,B,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.588138,A,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,B,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.588546,A,A,OUTRAS,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.475253,A,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.480153,A,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.480151,A,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.480161,A,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.48015,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.480148,A,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.588308,A,A,Região Metropolitana de São Paulo,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.588374,A,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.588599,B,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,B,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.48015,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.588279,A,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.588279,B,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,B,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.493109,AA,C,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,B,BNDES PANIFICADORAS,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.444016,B,D,RA de Campinas,PEQUENA,SETOR PRIVADO,ADIMPLENTE,A,BNDES PANIFICADORAS,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.49403,AA,AA,RA de Campinas,PEQUENA,SETOR PRIVADO,ADIMPLENTE,B,BNDES PANIFICADORAS,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.49325,AA,B,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,AA,BNDES PANIFICADORAS,ME,RT,PRIV,BNDES,Alienação Fiduciária - Bens Móveis
0.494293,AA,B,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,AA,BNDES PANIFICADORAS,ME,RT,PRIV,BNDES,Alienação Fiduciária - Bens Móveis
0.516312,A,C,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,D,BNDES PANIFICADORAS,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.565722,AA,B,Região Metropolitana de São Paulo,MICRO,SETOR PRIVADO,ADIMPLENTE,C,BNDES PANIFICADORAS,ME,RT,PRIV,BNDES,Alienação Fiduciária - Bens Móveis
0.494909,AA,AA,RA de Campinas,PEQUENA,SETOR PRIVADO,ADIMPLENTE,AA,BNDES PANIFICADORAS,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.51306,AA,A,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,AA,BNDES PANIFICADORAS,ME,RT,PRIV,BNDES,Alienação Fiduciária - Bens Móveis
0.494391,AA,AA,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,A,BNDES PANIFICADORAS,ME,RT,PRIV,BNDES,Alienação Fiduciária - Bens Móveis
0.533915,AA,A,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,AA,BNDES PANIFICADORAS,ME,RT,PRIV,BNDES,Alienação Fiduciária - Bens Móveis
0.495585,AA,A,RA de Araçatuba,PEQUENA,SETOR PRIVADO,ADIMPLENTE,AA,BNDES PANIFICADORAS,ME,RT,PRIV,BNDES,Alienação Fiduciária - Bens Móveis
0.493534,AA,AA,RA de Santos,PEQUENA,SETOR PRIVADO,ADIMPLENTE,AA,BNDES PANIFICADORAS,ME,RT,PRIV,BNDES,Alienação Fiduciária - Bens Móveis
0.495398,AA,A,RA de São José dos Campos,PEQUENA,SETOR PRIVADO,ADIMPLENTE,A,BNDES PANIFICADORAS,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.534397,A,C,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,A,BNDES PANIFICADORAS,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.493982,A,C,RA de Campinas,PEQUENA,SETOR PRIVADO,ADIMPLENTE,A,BNDES PANIFICADORAS,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.495974,AA,A,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,A,BNDES PANIFICADORAS,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.520222,AA,AA,RA de Santos,PEQUENA,SETOR PRIVADO,ADIMPLENTE,A,BNDES PANIFICADORAS,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.552353,AA,B,RA de Santos,PEQUENA,SETOR PRIVADO,ADIMPLENTE,AA,BNDES PANIFICADORAS,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.51615,A,C,RA de São José do Rio Preto,MÉDIA,SETOR PRIVADO,ADIMPLENTE,C,BNDES PANIFICADORAS,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.370373,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.370326,AA,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,AA,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.370396,AA,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,AA,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.370347,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.370373,A,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.37028,A,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.370318,AA,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,F,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.370356,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.370307,AA,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,AA,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.370347,A,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,C,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.37032,A,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.370303,B,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,B,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.370335,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.370301,AA,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,AA,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.37032,AA,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,H,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.370406,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,F,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.375506,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.370297,AA,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,AA,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.370303,AA,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,AA,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.370356,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.370341,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.37551,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.370358,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.370324,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.370335,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.37032,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.370324,A,A,Região Metropolitana de São Paulo,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.375514,B,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,B,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.375458,A,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.370316,A,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.370337,A,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.370333,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.370333,A,A,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,FGI 
0.370333,A,B,RA de Santos,PF,SETOR PRIVADO,ADIMPLENTE,A,PRO CAMINHONEIRO,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.217172,C,D,Região Metropolitana de São Paulo,MÉDIA,SETOR PRIVADO,ADIMPLENTE,C,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
1.388.732,H,H,RA de Campinas,MÉDIA,SETOR PRIVADO,ADIMPLENTE,F,LEP,CG,RP,PRIV,REC. PRÓPRIOS,Alienação Fiduciária - Bens Móveis
1.388.801,H,A,RA de Campinas,MÉDIA,SETOR PRIVADO,ADIMPLENTE,H,LEP,CG,RP,PRIV,REC. PRÓPRIOS,Alienação Fiduciária - Bens Móveis
1.965.358,B,B,RA de Campinas,MÉDIA,SETOR PRIVADO,ADIMPLENTE,B,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FGI - Crédito Livre
1.860.866,B,B,RA de Presidente Prudente,MÉDIA,SETOR PRIVADO,ADIMPLENTE,B,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FGI - Crédito Livre
1.918.942,A,A,OUTRAS,MÉDIA,SETOR PRIVADO,ADIMPLENTE,A,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FGI - Crédito Livre
1.922.171,A,A,Região Metropolitana de São Paulo,MÉDIA,SETOR PRIVADO,ADIMPLENTE,A,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FGI - Crédito Livre
2.109.084,C,C,RA de Sorocaba,PEQUENA,SETOR PRIVADO,ADIMPLENTE,C,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FGI - Crédito Livre
1.854.086,A,A,RA de Campinas,MÉDIA,SETOR PRIVADO,ADIMPLENTE,A,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FGI - Crédito Livre
2.109.424,C,C,OUTRAS,MÉDIA,SETOR PRIVADO,ADIMPLENTE,C,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FGI - Crédito Livre
2.011.024,C,C,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,C,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
1.925.654,A,A,Região Metropolitana de São Paulo,MÉDIA,SETOR PRIVADO,ADIMPLENTE,A,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
1.836.054,A,A,RA de Campinas,PEQUENA,SETOR PRIVADO,ADIMPLENTE,A,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
2.017.028,C,C,RA Central,PEQUENA,SETOR PRIVADO,ADIMPLENTE,C,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
1.847.712,A,A,RA de Araçatuba,PEQUENA,SETOR PRIVADO,ADIMPLENTE,A,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
195.157,B,B,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,B,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
18.651,B,B,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,B,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
186.116,B,B,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,B,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
1.946.843,B,B,RA de Campinas,MÉDIA,SETOR PRIVADO,ADIMPLENTE,B,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
2.018.308,C,C,RA de Campinas,MÉDIA,SETOR PRIVADO,ADIMPLENTE,C,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
2.129.298,C,C,Região Metropolitana de São Paulo,MÉDIA,SETOR PRIVADO,ADIMPLENTE,C,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
2.021.558,C,C,RA de Campinas,PEQUENA,SETOR PRIVADO,ADIMPLENTE,C,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
1.923.185,B,B,RA de Campinas,PEQUENA,SETOR PRIVADO,ADIMPLENTE,B,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FAMPE
2.025.224,C,C,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,C,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
1.944.436,B,B,RA de Ribeirão Preto,MÉDIA,SETOR PRIVADO,ADIMPLENTE,B,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
1.941.838,B,B,RA de Campinas,PEQUENA,SETOR PRIVADO,ADIMPLENTE,B,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
194.304,B,B,RA de Campinas,PEQUENA,SETOR PRIVADO,ADIMPLENTE,B,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
1.943.618,B,B,RA de Araçatuba,MÉDIA,SETOR PRIVADO,ADIMPLENTE,B,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
2.099.931,C,C,Região Metropolitana de São Paulo,MÉDIA,SETOR PRIVADO,ADIMPLENTE,C,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
2.031.736,C,C,RA de Campinas,PEQUENA,SETOR PRIVADO,ADIMPLENTE,C,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
209.682,C,C,Região Metropolitana de São Paulo,MÉDIA,SETOR PRIVADO,ADIMPLENTE,C,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
1.853.208,B,B,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,B,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
201.085,C,C,RA de Campinas,MÉDIA,SETOR PRIVADO,ADIMPLENTE,C,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
182.018,B,B,RA de Campinas,PEQUENA,SETOR PRIVADO,ADIMPLENTE,B,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FAMPE
1.950.729,B,B,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,B,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
1.941.142,B,B,Região Metropolitana de São Paulo,MÉDIA,SETOR PRIVADO,ADIMPLENTE,B,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
1.880.412,B,B,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,A,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FAMPE
1.952.085,B,B,RA de Araçatuba,PEQUENA,SETOR PRIVADO,ADIMPLENTE,B,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
1.993.697,C,C,RA de Ribeirão Preto,PEQUENA,SETOR PRIVADO,ADIMPLENTE,C,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FAMPE
183.345,B,B,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,B,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FAMPE
1.847.745,B,B,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,B,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FAMPE
2.011.264,C,C,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,C,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
