juros_efet,rating_operacao,rating_cliente,ra,porte,setor,situacao,rating_atual,linha_fin,tipo_a,tipo_b,tipo_c,tipo_d,garantia
2.098.047,C,C,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,C,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
2.075.078,C,C,Região Metropolitana de São Paulo,MÉDIA,SETOR PRIVADO,ADIMPLENTE,C,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
1.976.085,B,B,RA de São José do Rio Preto,MICRO,SETOR PRIVADO,ADIMPLENTE,B,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
1.946.132,B,B,Região Metropolitana de São Paulo,MICRO,SETOR PRIVADO,ADIMPLENTE,B,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
1.891.437,B,B,RA de Araçatuba,PEQUENA,SETOR PRIVADO,ADIMPLENTE,B,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
194.202,B,B,RA de Registro,MÉDIA,SETOR PRIVADO,ADIMPLENTE,B,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
1.884.484,B,B,RA de Santos,MICRO,SETOR PRIVADO,ADIMPLENTE,B,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
1.917.073,B,B,RA de Campinas,PEQUENA,SETOR PRIVADO,ADIMPLENTE,B,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
1.886.731,B,B,RA de Campinas,MICRO,SETOR PRIVADO,ADIMPLENTE,B,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
2.103.172,C,C,RA de São José dos Campos,PEQUENA,SETOR PRIVADO,ADIMPLENTE,C,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
1.964.452,B,B,Região Metropolitana de São Paulo,MICRO,SETOR PRIVADO,ADIMPLENTE,B,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
1.892.486,B,B,Região Metropolitana de São Paulo,MICRO,SETOR PRIVADO,ADIMPLENTE,B,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
1.859.905,A,A,RA de Registro,MICRO,SETOR PRIVADO,ADIMPLENTE,A,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
2.041.957,C,C,OUTRAS,MICRO,SETOR PRIVADO,ADIMPLENTE,C,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
2.098.481,C,C,RA de Registro,PEQUENA,SETOR PRIVADO,ADIMPLENTE,C,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
2.094.165,C,C,RA de São José do Rio Preto,PEQUENA,SETOR PRIVADO,ADIMPLENTE,C,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
2.099.204,C,C,RA de São José do Rio Preto,MÉDIA,SETOR PRIVADO,ADIMPLENTE,C,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
2.049.655,C,C,RA de Sorocaba,MICRO,SETOR PRIVADO,ADIMPLENTE,C,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
19.589,B,B,RA de São José do Rio Preto,MICRO,SETOR PRIVADO,ADIMPLENTE,B,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
2.091.716,C,C,RA de Sorocaba,PEQUENA,SETOR PRIVADO,ADIMPLENTE,C,CDR,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
0.672346,AA,B,RA de Ribeirão Preto,MÉDIA,SETOR PRIVADO,ADIMPLENTE,AA,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária Imóvel
0.375529,C,D,RA de Campinas,PEQUENA,SETOR PRIVADO,ADIMPLENTE,A,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Hipoteca - Outros Graus
0.389435,AA,A,RA de Sorocaba,MÉDIA,SETOR PRIVADO,ADIMPLENTE,B,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária Imóvel
0.449677,C,D,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,AA,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária Imóvel
0.427918,AA,A,RA de Bauru,PEQUENA,SETOR PRIVADO,ADIMPLENTE,AA,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária Imóvel
0.473189,A,B,RA de Campinas,MÉDIA,SETOR PRIVADO,ADIMPLENTE,C,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária - Bens Móveis
0.816847,B,C,RA de Ribeirão Preto,MÉDIA,SETOR PRIVADO,ADIMPLENTE,A,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária - Bens Móveis
0.408105,C,E,RA de Araçatuba,PEQUENA,SETOR PRIVADO,ADIMPLENTE,AA,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária Imóvel
0.519387,B,D,OUTRAS,MICRO,SETOR PRIVADO,INADIMPLENTE,H,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária - Bens Móveis
0.430508,B,C,Região Metropolitana de São Paulo,MICRO,SETOR PRIVADO,ADIMPLENTE,E,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária Imóvel Residencial
0.436726,C,E,RA de Bauru,MICRO,SETOR PRIVADO,ADIMPLENTE,D,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária - Bens Móveis
0.41022,C,E,RA de Sorocaba,MICRO,SETOR PRIVADO,ADIMPLENTE,E,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária Imóvel Residencial
0.576254,AA,A,RA de Sorocaba,PEQUENA,SETOR PRIVADO,ADIMPLENTE,A,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária Imóveis - Evolutiva
0.625823,C,E,Região Metropolitana de São Paulo,MICRO,SETOR PRIVADO,ADIMPLENTE,B,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária Imóvel Residencial
0.709908,C,E,RA de Sorocaba,MICRO,SETOR PRIVADO,ADIMPLENTE,H,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária Imóvel
0.534201,AA,AA,Região Metropolitana de São Paulo,MÉDIA,SETOR PRIVADO,ADIMPLENTE,A,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária Imóvel
0.827908,AA,B,Região Metropolitana de São Paulo,GRANDE,SETOR PÚBLICO,ADIMPLENTE,AA,BNDES PMAT,PI,RT,PÚBL,BNDES,Cessão Dir. Credit - Trib e Receitas
0.770179,AA,B,RA de Barretos,MÉDIA-GRANDE,SETOR PÚBLICO,ADIMPLENTE,AA,BNDES PMAT,PI,RT,PÚBL,BNDES,Cessão Dir. Credit - Trib e Receitas
4.400.001,AA,B,RA de Campinas,MÉDIA,SETOR PÚBLICO,ADIMPLENTE,AA,BNDES PMAT,PI,RT,PÚBL,BNDES,Cessão Dir. Credit - Trib e Receitas
0.588401,AA,B,RA de Ribeirão Preto,MÉDIA-GRANDE,SETOR PÚBLICO,ADIMPLENTE,AA,BNDES PMAT,PI,RT,PÚBL,BNDES,Cessão Dir. Credit - Trib e Receitas
0.35357,AA,B,RA de Sorocaba,MÉDIA-GRANDE,SETOR PÚBLICO,ADIMPLENTE,AA,BNDES PMAT,PI,RT,PÚBL,BNDES,Cessão Dir. Credit - Trib e Receitas
0.377173,A,B,RA de São José do Rio Preto,GRANDE,SETOR PÚBLICO,ADIMPLENTE,AA,BNDES PMAT,PI,RT,PÚBL,BNDES,Cessão Dir. Credit - Trib e Receitas
0.473147,C,E,Região Metropolitana de São Paulo,MICRO,SETOR PRIVADO,ADIMPLENTE,AA,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária Imóvel
0.556952,A,B,RA Central,PEQUENA,SETOR PRIVADO,ADIMPLENTE,A,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária Imóvel
0.579537,C,D,RA de Barretos,PEQUENA,SETOR PRIVADO,ADIMPLENTE,D,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária Imóvel
0.442551,AA,AA,RA de Araçatuba,PEQUENA,SETOR PRIVADO,ADIMPLENTE,A,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária Imóveis - Evolutiva
0.493214,B,C,Região Metropolitana de São Paulo,MICRO,SETOR PRIVADO,ADIMPLENTE,AA,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária Imóvel Residencial
0.479306,A,A,RA de Campinas,PEQUENA,SETOR PRIVADO,ADIMPLENTE,B,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Hipoteca 1º Grau 
0.520579,B,C,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,B,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,FGI 
0.508465,B,C,Região Metropolitana de São Paulo,MÉDIA,SETOR PRIVADO,ADIMPLENTE,B,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Hipoteca - Outros Graus
0.48433,C,D,RA de Sorocaba,MICRO,SETOR PRIVADO,ADIMPLENTE,D,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária - Bens Móveis
0.565274,A,B,RA de Campinas,PEQUENA,SETOR PRIVADO,ADIMPLENTE,A,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária Imóvel
0.488215,C,D,RA de Presidente Prudente,MÉDIA,SETOR PRIVADO,ADIMPLENTE,B,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária - Bens Móveis
0.480681,C,E,RA de Bauru,PEQUENA,SETOR PRIVADO,INADIMPLENTE,F,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária - Bens Móveis
0.506329,A,C,Região Metropolitana de São Paulo,MICRO,SETOR PRIVADO,ADIMPLENTE,A,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Hipoteca 1º grau Imov Residencial
0.699567,A,A,RA de Campinas,MÉDIA,SETOR PRIVADO,ADIMPLENTE,A,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária - Bens Móveis
0.680229,B,C,RA de Ribeirão Preto,MÉDIA,SETOR PRIVADO,ADIMPLENTE,B,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária Imóveis - Evolutiva
0.711472,C,D,RA de Campinas,MICRO,SETOR PRIVADO,ADIMPLENTE,C,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária Imóvel
0.684642,B,C,RA de Araçatuba,PEQUENA,SETOR PRIVADO,ADIMPLENTE,C,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária Imóvel Residencial
0.699713,B,C,OUTRAS,MICRO,SETOR PRIVADO,ADIMPLENTE,B,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Hipoteca 1º Grau 
0.706763,A,B,RA de Campinas,MÉDIA,SETOR PRIVADO,ADIMPLENTE,C,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Hipoteca 1º Grau 
0.679328,C,E,RA de Campinas,MICRO,SETOR PRIVADO,ADIMPLENTE,C,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Gar Fidejussória Fiança Bancária
0.68184,C,D,RA de São José do Rio Preto,MÉDIA,SETOR PRIVADO,ADIMPLENTE,B,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária - Bens Móveis
0.613741,C,C,RA de Sorocaba,PEQUENA,SETOR PRIVADO,ADIMPLENTE,AA,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária Imóveis - Evolutiva
0.662572,B,B,RA de Campinas,MÉDIA,SETOR PRIVADO,ADIMPLENTE,B,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária - Bens Móveis
0.673845,C,B,Região Metropolitana de São Paulo,MICRO,SETOR PRIVADO,ADIMPLENTE,C,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária Imóvel
0.66349,A,A,RA de Ribeirão Preto,MICRO,SETOR PRIVADO,ADIMPLENTE,A,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária Imóvel Residencial
0.675256,B,B,RA de Campinas,MÉDIA,SETOR PRIVADO,ADIMPLENTE,B,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária Imóvel Residencial
0.693531,D,E,Região Metropolitana de São Paulo,MICRO,SETOR PRIVADO,ADIMPLENTE,D,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,Alienação Fiduciária Imóvel Residencial
0.734408,C,D,RA de Campinas,PEQUENA,SETOR PRIVADO,ADIMPLENTE,C,AUTOMÁTICO INVESTIMENTO,PI,RT,PRIV,BNDES,FGI 
1.170.846,A,B,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,A,BNDES GIRO,CG,RT,PRIV,BNDES,FGI 
1.529.264,C,D,RA de Campinas,PEQUENA,SETOR PRIVADO,ADIMPLENTE,C,BNDES GIRO,CG,RT,PRIV,BNDES,FDA 
0.958316,H,B,RA de São José dos Campos,MICRO,SETOR PRIVADO,ADIMPLENTE,H,LEM,CG,RP,PRIV,REC. PRÓPRIOS,Interveniente
1.070.564,H,E,RA de São José dos Campos,MICRO,SETOR PRIVADO,ADIMPLENTE,H,LEM,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
120.302,H,D,RA de São José dos Campos,MICRO,SETOR PRIVADO,ADIMPLENTE,H,LEM,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
0.958267,H,D,RA de São José dos Campos,MICRO,SETOR PRIVADO,ADIMPLENTE,H,LEM,CG,RP,PRIV,REC. PRÓPRIOS,Interveniente
0.500009,H,B,RA de São José dos Campos,MICRO,SETOR PRIVADO,ADIMPLENTE,H,LEM,CG,RP,PRIV,REC. PRÓPRIOS,Alienação Fiduciária - Bens Móveis
1.164.499,H,C,RA de São José dos Campos,PEQUENA,SETOR PRIVADO,ADIMPLENTE,H,LEM,CG,RP,PRIV,REC. PRÓPRIOS,FDA 
0.352024,B,D,Região Metropolitana de São Paulo,MÉDIA,SETOR PRIVADO,ADIMPLENTE,C,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.36364,B,D,Região Metropolitana de São Paulo,MÉDIA,SETOR PRIVADO,ADIMPLENTE,C,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.527811,AA,AA,RA de Sorocaba,MÉDIA,SETOR PRIVADO,ADIMPLENTE,AA,FINAME,ME,RT,PRIV,BNDES,Alienação Fiduciária - Bens Móveis
0.3022,C,E,RA Central,MÉDIA,SETOR PRIVADO,ADIMPLENTE,C,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.399565,C,E,Região Metropolitana de São Paulo,MÉDIA,SETOR PRIVADO,ADIMPLENTE,C,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.391819,B,E,Região Metropolitana de São Paulo,MÉDIA,SETOR PRIVADO,ADIMPLENTE,C,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.417084,AA,A,RA de São José do Rio Preto,MÉDIA,SETOR PRIVADO,ADIMPLENTE,F,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.494457,AA,AA,RA de Campinas,PEQUENA,SETOR PRIVADO,ADIMPLENTE,B,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.549339,A,C,RA de Franca,MÉDIA-GRANDE,SETOR PRIVADO,ADIMPLENTE,D,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.499128,A,B,RA de São José do Rio Preto,MÉDIA-GRANDE,SETOR PRIVADO,ADIMPLENTE,C,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.557517,AA,A,RA de São José do Rio Preto,MÉDIA,SETOR PRIVADO,ADIMPLENTE,F,FINAME,ME,RT,PRIV,BNDES,Alienação Fiduciaria Veículos
0.557645,B,C,Região Metropolitana de São Paulo,MICRO,SETOR PRIVADO,ADIMPLENTE,E,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.620426,B,C,Região Metropolitana de São Paulo,MICRO,SETOR PRIVADO,ADIMPLENTE,E,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.781348,A,C,RA de Franca,MÉDIA-GRANDE,SETOR PRIVADO,ADIMPLENTE,D,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.557904,A,C,RA de São José do Rio Preto,MÉDIA,SETOR PRIVADO,ADIMPLENTE,AA,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.557904,AA,B,RA de São José do Rio Preto,PEQUENA,SETOR PRIVADO,ADIMPLENTE,H,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.713307,AA,A,RA de Campinas,MÉDIA,SETOR PRIVADO,ADIMPLENTE,A,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.415378,C,D,RA de São José dos Campos,MÉDIA-GRANDE,SETOR PRIVADO,ADIMPLENTE,A,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.447615,B,D,RA Central,MÉDIA,SETOR PRIVADO,ADIMPLENTE,A,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.534892,AA,A,Região Metropolitana de São Paulo,MÉDIA,SETOR PRIVADO,ADIMPLENTE,A,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.438826,AA,B,RA de Sorocaba,MÉDIA,SETOR PRIVADO,ADIMPLENTE,A,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.439534,AA,A,RA de Sorocaba,MÉDIA,SETOR PRIVADO,ADIMPLENTE,A,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.438824,AA,B,RA de Campinas,MÉDIA,SETOR PRIVADO,ADIMPLENTE,A,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.446549,B,C,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,E,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.440121,A,C,RA de Presidente Prudente,MÉDIA,SETOR PRIVADO,ADIMPLENTE,A,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.439736,AA,A,RA de Bauru,PEQUENA,SETOR PRIVADO,ADIMPLENTE,A,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.493542,AA,A,Região Metropolitana de São Paulo,MÉDIA,SETOR PRIVADO,ADIMPLENTE,A,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.47107,B,D,RA de Marília,MÉDIA-GRANDE,SETOR PRIVADO,ADIMPLENTE,B,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.47026,AA,A,RA de Barretos,MÉDIA-GRANDE,SETOR PRIVADO,ADIMPLENTE,A,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.408553,C,D,RA de Araçatuba,MICRO,SETOR PRIVADO,ADIMPLENTE,H,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.474743,AA,AA,RA de Campinas,MÉDIA,SETOR PRIVADO,ADIMPLENTE,A,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.485961,A,C,RA de Campinas,PEQUENA,SETOR PRIVADO,ADIMPLENTE,B,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.540171,A,A,RA de Campinas,PEQUENA,SETOR PRIVADO,ADIMPLENTE,B,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.483407,AA,B,Região Metropolitana de São Paulo,MÉDIA,SETOR PRIVADO,ADIMPLENTE,A,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.485951,AA,A,RA de Barretos,MÉDIA,SETOR PRIVADO,ADIMPLENTE,B,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.706178,A,A,RA de São José dos Campos,MÉDIA,SETOR PRIVADO,ADIMPLENTE,A,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.734681,B,D,RA de Barretos,MÉDIA-GRANDE,SETOR PRIVADO,ADIMPLENTE,B,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.83218,B,D,RA de Barretos,MÉDIA-GRANDE,SETOR PRIVADO,ADIMPLENTE,B,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.655407,B,B,RA de Franca,MICRO,SETOR PRIVADO,ADIMPLENTE,B,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.814153,A,A,RA de Campinas,PEQUENA,SETOR PRIVADO,ADIMPLENTE,B,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.812657,C,C,RA de Bauru,MÉDIA,SETOR PRIVADO,ADIMPLENTE,B,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.75192,A,B,RA de Presidente Prudente,MÉDIA,SETOR PRIVADO,ADIMPLENTE,B,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.811674,C,D,RA de Campinas,MÉDIA,SETOR PRIVADO,ADIMPLENTE,C,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.772214,C,C,RA de Campinas,MÉDIA,SETOR PRIVADO,ADIMPLENTE,C,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.82739,D,D,RA de Araçatuba,PEQUENA,SETOR PRIVADO,ADIMPLENTE,D,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.681334,B,C,RA de Campinas,PEQUENA,SETOR PRIVADO,ADIMPLENTE,B,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.790362,B,D,Região Metropolitana de São Paulo,MÉDIA,SETOR PRIVADO,ADIMPLENTE,B,FINAME,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.473765,A,B,RA de Campinas,PEQUENA,SETOR PRIVADO,ADIMPLENTE,B,BNDES FUNDO CLIMA,ME,RT,PRIV,BNDES,Alien Fiduc - RDME
0.647524,B,D,RA Central,MÉDIA,SETOR PRIVADO,ADIMPLENTE,A,FIP,ME,RP,PRIV,REC. PRÓPRIOS,Alienação Fiduciária - Bens Móveis
0.557756,C,D,RA de São José do Rio Preto,MICRO,SETOR PRIVADO,ADIMPLENTE,F,FIP,ME,RP,PRIV,REC. PRÓPRIOS,Alienação Fiduciária - Bens Móveis
0.711214,AA,A,RA de Campinas,MÉDIA,SETOR PRIVADO,ADIMPLENTE,A,FIP,ME,RP,PRIV,REC. PRÓPRIOS,Alienação Fiduciária - Bens Móveis
0.651553,AA,A,RA de Campinas,MÉDIA,SETOR PRIVADO,ADIMPLENTE,A,FIP,ME,RP,PRIV,REC. PRÓPRIOS,Alienação Fiduciária - Bens Móveis
0.634009,H,D,RA de Campinas,MÉDIA,SETOR PRIVADO,ADIMPLENTE,B,FIP,ME,RP,PRIV,REC. PRÓPRIOS,Alienação Fiduciária - Bens Móveis
6.924.158,B,D,Região Metropolitana de São Paulo,MÉDIA,SETOR PRIVADO,ADIMPLENTE,C,FIP,ME,RP,PRIV,REC. PRÓPRIOS,Alienação Fiduciária Imóvel
0.647662,A,C,RA de Bauru,MÉDIA,SETOR PRIVADO,ADIMPLENTE,A,FIP,ME,RP,PRIV,REC. PRÓPRIOS,Alienação Fiduciária - Bens Móveis
0.824456,A,C,RA de Campinas,MÉDIA,SETOR PRIVADO,ADIMPLENTE,A,FIP,ME,RP,PRIV,REC. PRÓPRIOS,Alienação Fiduciária - Bens Móveis
0.670477,AA,B,RA de Marília,MÉDIA,SETOR PRIVADO,ADIMPLENTE,B,FIP,ME,RP,PRIV,REC. PRÓPRIOS,Alienação Fiduciária - Bens Móveis
0.926237,AA,AA,RA de São José dos Campos,PEQUENA,SETOR PRIVADO,ADIMPLENTE,AA,FIP,PI,RP,PRIV,REC. PRÓPRIOS,Alienação Fiduciária Imóvel
0.63427,AA,A,Região Metropolitana de São Paulo,MÉDIA,SETOR PRIVADO,ADIMPLENTE,D,FIP,PI,RP,PRIV,REC. PRÓPRIOS,Alienação Fiduciária Imóvel
0.594532,B,C,RA de Sorocaba,MICRO,SETOR PRIVADO,ADIMPLENTE,AA,FIP,PI,RP,PRIV,REC. PRÓPRIOS,Alienação Fiduciária Imóvel Residencial
0.634771,AA,A,RA de São José do Rio Preto,PEQUENA,SETOR PRIVADO,ADIMPLENTE,D,FIP,PI,RP,PRIV,REC. PRÓPRIOS,Alienação Fiduciária Imóvel
1.507.288,A,B,RA de São José do Rio Preto,PEQUENA,SETOR PRIVADO,ADIMPLENTE,A,FIP,PI,RP,PRIV,REC. PRÓPRIOS,Alienação Fiduciária Imóvel
0.557085,B,A,RA de São José do Rio Preto,PEQUENA,SETOR PRIVADO,ADIMPLENTE,A,FIP,PI,RP,PRIV,REC. PRÓPRIOS,Alienação Fiduciária Imóvel
0.667276,A,B,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,AA,FIP,PI,RP,PRIV,REC. PRÓPRIOS,Alienação Fiduciária Imóvel Residencial
0.867858,C,E,RA Central,MÉDIA,SETOR PRIVADO,ADIMPLENTE,B,FIP,PI,RP,PRIV,REC. PRÓPRIOS,Alienação Fiduciária Imóvel Residencial
0.704206,A,B,RA de São José do Rio Preto,PEQUENA,SETOR PRIVADO,ADIMPLENTE,B,FIP,PI,RP,PRIV,REC. PRÓPRIOS,Alienação Fiduciária Imóvel Residencial
0.681663,B,C,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,A,FIP,PI,RP,PRIV,REC. PRÓPRIOS,Alienação Fiduciária Imóvel
0.639133,B,C,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,A,FIP,PI,RP,PRIV,REC. PRÓPRIOS,Alienação Fiduciária Imóvel
0.636525,C,D,RA de Bauru,PEQUENA,SETOR PRIVADO,ADIMPLENTE,AA,FIP,PI,RP,PRIV,REC. PRÓPRIOS,Alienação Fiduciária Imóvel
0.624778,A,C,OUTRAS,MÉDIA,SETOR PRIVADO,ADIMPLENTE,A,FIP,PI,RP,PRIV,REC. PRÓPRIOS,Alienação Fiduciária Imóvel
0.790809,C,D,RA de Campinas,PEQUENA,SETOR PRIVADO,ADIMPLENTE,A,FIP,PI,RP,PRIV,REC. PRÓPRIOS,Hipoteca 1º Grau 
0.612102,AA,A,Região Metropolitana de São Paulo,PEQUENA,SETOR PRIVADO,ADIMPLENTE,A,FIP,PI,RP,PRIV,REC. PRÓPRIOS,Alienação Fiduciária Imóvel
